"","gender","index_immigration_status","home_possessions","cultural_possessions","home_edu_resources","escs","video_games","sport_after_school","read_books","internet_social","meet_friends","study_before_school","study_after_school","learning_time_math","learning_time_lang","learning_time_science","disciplinari_climate","subjective_well_being","enjoy_science","interest_broad_science","intrum_motiv_science","motivat","test_anxiety","education_parents_medium","education_parents_high","pv5math"
"127",0,1,54670,0.7777,1.1563,1.637,0,1,1,1,1,0,1,5,4,0.416666666666667,1.0438,-0.3381,-0.1522,-0.1388,0.8155,-0.1651,1.1338,0,1,565.5
"128",0,1,38294,0.6093,1.1563,0.043,0,1,0,1,1,1,1,2.75,3.66666666666667,0.383333333333333,1.3818,-0.8913,-0.576,-1.0724,-0.7778,0.4631,0.6725,1,0,564.788
"129",0,1,35851,-0.1523,1.1563,0.2012,0,1,1,1,1,1,1,3,4,0.416666666666667,1.3185,-0.4725,-0.576,0.2367,-0.2874,-1.0795,1.4098,1,0,401.093
"130",0,1,37676,0.1157,-0.1108,1.1072,0,0,0,1,1,0,1,5,4,0.416666666666667,-0.5436,-0.3381,-1.4436,-0.2545,-0.7778,-0.4954,-0.5306,0,1,685.616
"132",0,1,41291,2.1655,-0.1108,0.1945,0,1,1,1,1,1,0,3,4,0.416666666666667,0.5186,-1.8593,-2.1154,-1.2847,-1.9301,-0.4954,1.3538,1,0,542.196
"133",0,1,37377,0.7777,-0.5343,-0.094,0,1,1,1,1,1,1,2.75,3.66666666666667,0.383333333333333,-0.6002,-0.604,-0.1945,-0.0908,-0.0086,-1.1209,1.2076,1,0,572.448
"134",0,1,38301,-0.4343,0.0321,0.2086,0,1,0,1,1,0,1,3,4,0.416666666666667,0.2343,-0.0621,-2.1154,-0.2052,-1.2836,-0.7315,-0.308,1,0,570.78
"135",0,1,34010,-0.831,1.1563,-0.9306,1,0,0,1,1,1,1,3,4,0.416666666666667,-0.7439,0.1905,-2.1154,-0.9308,-0.7778,0.4748,2.5493,0,0,509.434
"136",0,1,50902,1.0478,1.1563,1.1186,0,1,0,1,1,0,1,3,4,0.416666666666667,-0.3164,0.2774,-0.8208,-0.3199,-0.5115,0.4631,0.7964,0,1,527.915
"137",0,1,35088,-0.2598,-0.7218,0.9707,0,0,0,1,1,0,1,4.58333333333333,4.58333333333333,0.383333333333333,-0.3506,0.6642,0.1458,0.8002,0.3708,-0.5996,0.8425,0,1,656.05
"138",0,1,37104,0.7777,1.1563,1.0861,1,1,1,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,0.7048,0.9357,0.1458,0.0345,0.7648,-0.8107,0.3997,0,1,606.731
"139",0,1,43338,0.7777,1.1563,1.3772,0,1,1,1,1,1,1,4.58333333333333,2.75,0.383333333333333,-0.2296,-0.6837,0.5094,0.438,-0.2552,0.5387,0.2594,0,1,622.489
"140",0,1,34441,1.0478,1.1563,-0.3879,0,1,1,1,1,1,1,2.75,4.58333333333333,0.383333333333333,1.3751,0.3171,0.5094,0.7736,0.3708,-0.8771,0.7186,1,0,484.869
"141",0,1,42071,2.1655,1.1563,0.6509,0,1,1,1,1,1,1,2.75,4.58333333333333,0.383333333333333,0.2884,-0.0621,0.0992,0.438,-0.3035,0.4094,-1.005,0,1,573.754
"142",1,1,43346,0.2293,-0.1108,0.208,0,1,1,1,1,0,1,5,4,0.416666666666667,1.8837,-0.4725,0.8433,0.5353,-0.7778,-1.24,-0.1131,1,0,578.694
"144",1,1,42284,0.2293,1.1563,1.2558,0,0,0,1,1,0,1,5,4,0.416666666666667,0.6558,-1.1799,-0.6427,-0.2197,0.3708,-1.3668,-1.4251,0,1,680.542
"145",1,1,41776,0.6062,0.0321,1.1959,0,1,0,1,1,0,1,4.16666666666667,3.33333333333333,0.35,0.4046,-0.3381,-0.2121,0.33,0.3708,-0.1624,0.4097,0,1,531.985
"146",1,1,46477,0.7777,1.1563,-0.0055,1,1,1,1,0,0,1,5,4,0.716666666666667,1.3751,0.9357,1.6903,1.1029,1.0728,-0.4495,0.7993,1,0,608.318
"147",1,1,45814,0.0768,1.1563,1.1376,1,1,0,1,1,0,1,4.58333333333333,4.58333333333333,0.383333333333333,-0.3506,-0.3182,0.1458,0.4913,0.3708,-0.2111,-1.1074,0,1,583.393
"149",1,1,32661,-0.222,-1.4432,-0.164,1,0,0,1,0,0,0,5,4,0.416666666666667,-0.6873,-0.604,-1.3786,-0.9308,-0.494,-0.3751,-0.3108,1,0,568.762
"150",1,1,32489,0.2834,1.1563,0.9165,1,1,1,0,0,1,1,2.5,5,0.35,0.9383,0.6642,0.5094,0.1075,-0.494,-2.0766,-1.9346,0,1,599.745
"152",0,1,39187,-0.5975,-0.5343,1.0594,0,1,1,1,1,1,1,3.33333333333333,3.33333333333333,0.35,-0.2683,-0.3381,-0.8208,-0.1178,-0.494,-0.8771,1.7184,0,1,559.128
"153",1,1,33997,-0.4343,1.1563,0.2157,0,0,0,1,1,1,1,3.66666666666667,3.66666666666667,0.666666666666667,-0.2683,-0.3381,0.5094,-0.172,-0.4225,1.8543,0.5209,1,0,591.327
"154",0,1,34019,-0.831,1.1563,-0.1554,0,1,0,1,1,0,1,4,4,0.716666666666667,-2.4162,-0.604,-0.8208,-0.3859,-0.7778,-1.1822,-0.308,1,0,630.529
"155",0,1,30964,-0.356,0.0659,-0.8049,1,1,0,1,1,0,1,3.33333333333333,3.33333333333333,0.633333333333333,-1.4227,-0.2742,-2.1154,-0.5172,-0.7778,-0.5643,1.0746,1,0,591.386
"156",0,1,43223,0.6062,1.1563,-0.53,1,1,1,1,1,0,1,3.66666666666667,3.66666666666667,0.666666666666667,-0.2336,-0.4725,-0.395,0.8185,-0.2874,-0.2243,0.0526,0,0,622.828
"157",0,1,32463,-0.3696,1.1563,-0.7292,0,1,1,1,1,1,1,4,4,0.716666666666667,-1.3831,0.3998,1.0938,-0.0443,0.0125,-0.1756,1.2918,1,0,551.622
"158",0,1,40729,0.0636,-0.6303,-1.3862,1,1,1,1,1,0,1,3.33333333333333,3.33333333333333,0.633333333333333,-1.4509,0.6642,-0.8208,-0.3744,-0.7778,0.4631,0.5209,0,0,570.265
"159",0,1,35797,0.0768,-0.6303,-1.4641,1,1,1,1,1,1,1,3.33333333333333,3.33333333333333,0.633333333333333,-1.6412,0.9357,-0.8208,-0.6969,-0.2152,-0.3673,0.4517,0,0,511.324
"160",0,1,46827,2.1655,0.0659,-0.098,0,1,0,1,1,1,1,4,4,0.716666666666667,0.6605,1.5043,-0.7951,-0.7097,-1.9301,0.0437,0.7859,1,0,553.434
"161",0,1,43726,0.7777,1.1563,-0.5632,1,0,0,1,1,0,1,4,4,0.716666666666667,0.0039,0.2947,0.5094,1.0902,-0.325,-0.1624,2.5493,1,0,542.499
"162",0,1,44267,2.1655,1.1563,-1.0289,1,1,1,1,1,1,1,4,4,0.716666666666667,-0.2683,0.3171,-1.2636,-0.5551,-0.5375,-1.358,0.1884,0,0,592.227
"163",0,1,46474,1.0478,1.1563,0.4056,0,1,1,1,1,0,1,3.33333333333333,5,0.633333333333333,-0.8722,-0.1342,-0.5781,-0.9308,-0.709,-1.089,0.1312,1,0,584.667
"164",0,1,29495,-1.6287,-0.6303,-1.5511,0,1,0,1,1,1,1,3.66666666666667,3.66666666666667,0.666666666666667,0.0039,-0.4725,-1.0533,0.438,0.5159,-0.7662,1.9474,0,0,600.259
"165",0,1,32129,-1.7072,1.1563,-0.2042,0,0,0,1,1,0,1,3.66666666666667,3.66666666666667,0.666666666666667,0.0039,0.1985,-0.8208,-0.6447,-1.0839,0.3377,1.9474,1,0,594.126
"166",0,1,33576,-0.2031,1.1563,-0.151,0,1,1,1,1,0,1,4,4,0.716666666666667,0.0039,0.6642,0.5094,0.1138,-1.9301,-1.0795,0.4752,1,0,560.294
"167",1,1,41780,0.3941,1.1563,0.1298,1,1,1,1,1,1,1,4,4,0.716666666666667,-2.4162,-0.6691,2.1635,2.4511,1.7359,-0.5643,1.4394,1,0,727.018
"168",1,1,37112,-0.7039,1.1563,-1.1678,1,1,0,1,1,1,1,3.66666666666667,3.66666666666667,0.666666666666667,-0.6847,0.3171,0.5094,0.2884,-0.3035,-0.8234,0.2626,0,0,453.819
"169",1,1,34525,-0.356,0.0659,-0.1368,1,1,0,1,1,0,1,4,4,0.716666666666667,-0.0454,0.3171,-0.4071,0.6385,0.7429,-0.1651,-0.0836,1,0,600.274
"170",1,1,29343,-0.7273,1.1563,-1.5773,0,1,0,1,1,1,1,3.66666666666667,5.5,0.666666666666667,-0.6051,1.0269,-2.1154,-0.2431,-0.7778,-0.1651,-0.5562,0,0,546.098
"172",0,1,24717,-1.6287,0.1927,-0.2266,0,1,0,1,1,1,1,3.66666666666667,5.5,0.666666666666667,-0.3164,-0.5064,-2.1154,0.38,0.2852,-0.2315,1.5125,1,0,492.541
"173",0,1,22532,-0.831,-0.7218,-1.1148,1,0,0,1,1,0,1,4,6,0.716666666666667,-0.4266,-0.3381,-1.6408,-0.408,-0.7778,-0.1756,-0.7086,1,0,561.811
"174",0,1,43895,0.6062,1.1563,0.5795,1,1,1,1,1,1,1,3.66666666666667,3.66666666666667,0.666666666666667,0.2829,0.6642,-1.6436,-0.2052,-0.494,-0.2776,1.1311,1,0,527.93
"175",0,1,35699,-0.2107,-0.1108,-0.1536,1,1,0,1,1,1,1,3.66666666666667,3.66666666666667,0.533333333333333,0.5529,1.0269,-2.1154,-1.2668,-1.9301,-0.9233,0.1441,1,0,615.413
"176",0,1,54003,1.0478,1.1563,-0.3554,1,1,0,1,1,0,1,4,5,0.716666666666667,-0.5148,-1.2158,-1.2464,0.015,-1.9301,-0.2908,-0.0908,0,0,591.163
"177",0,1,37112,-0.4113,1.1563,-1.2505,0,0,0,1,1,0,1,3.66666666666667,3.66666666666667,0.666666666666667,-0.8184,-0.3381,-0.6427,0.7736,-0.3035,-1.1296,0.9908,0,0,567.659
"178",0,1,42334,0.1157,1.1563,-0.2424,0,1,0,0,0,0,1,3.66666666666667,3.66666666666667,0.666666666666667,-0.7439,-0.0621,-1.0497,-0.2926,-0.7778,-0.4495,-0.3165,1,0,662.447
"179",1,1,30343,-0.831,-0.6281,0.3624,1,1,0,1,1,1,1,4,6,0.716666666666667,-0.1458,1.5043,-0.8208,-0.326,-0.5375,-0.3804,1.7184,0,1,445.115
"181",1,1,33949,-0.356,0.0659,0.4329,0,0,0,1,1,0,0,3.66666666666667,3.66666666666667,0.666666666666667,-1.3258,0.6642,-2.1154,-0.4792,-1.9301,-0.3131,0.4517,0,1,407.849
"182",0,0,28709,-0.831,-0.1639,-0.8878,0,0,0,1,1,0,1,2.5,6.66666666666667,0.5,-0.2683,-0.4725,-0.8208,-0.2052,-0.7778,-0.3131,0.3398,1,0,502.174
"184",1,1,39167,0.2293,-0.6303,-0.4415,1,0,1,1,1,0,1,4.16666666666667,5,0.35,0.8934,-0.2811,-0.5395,-0.2926,0.7429,0.8101,0.1486,1,0,519.581
"186",0,1,28629,-1.6287,0.0659,-0.7234,0,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,0.2884,-0.0914,-1.2109,-1.0207,-0.494,-0.7662,0.5209,1,0,551.294
"187",0,1,32034,-0.2818,-0.6303,-0.4557,1,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,0.0039,-0.4725,-0.8499,-0.5488,-1.2836,-1.454,0.3679,1,0,531.052
"188",0,1,40054,-0.356,1.1563,-0.8738,1,0,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,0.2343,0.3171,-2.1154,-0.1178,-1.9301,-0.8771,1.181,0,0,610.605
"189",0,1,34402,-0.4945,-0.1108,-0.2033,1,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,-0.6847,-0.3381,-0.8208,-0.7413,-1.2349,-0.9738,0.0752,1,0,609.068
"190",0,1,31223,-0.522,1.1563,-0.6508,1,0,1,1,1,0,1,3.66666666666667,4.58333333333333,0.533333333333333,0.0039,0.6642,-2.1154,-0.3001,-0.4595,-0.7012,-1.7918,1,0,545.512
"191",0,1,32092,-0.5041,1.1563,-0.3358,1,1,1,1,1,1,1,3.33333333333333,4.16666666666667,0.5,-0.5436,0.3664,-1.2088,-0.6418,-0.3035,0.1111,0.1935,0,1,556.964
"193",0,1,37990,-0.0144,-0.6303,0.6228,1,1,1,1,1,0,1,4.16666666666667,4.16666666666667,0.5,-0.6614,-1.4308,-2.1154,-0.7816,-0.8456,-0.6349,2.5493,0,1,513.66
"195",0,1,35836,0.0433,1.1563,0.2357,0,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,-0.2296,0.6642,-2.1154,0.1976,0.0125,-0.1651,0.0845,0,1,410.518
"196",0,1,39863,0.1919,1.1563,-0.044,1,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,1.8837,0.6642,0.2483,0.6584,-0.2552,-0.7662,-0.567,1,0,432.171
"197",0,1,40157,0.3005,-0.1639,0.1032,0,1,1,0,1,0,1,3.33333333333333,5,0.5,-0.3164,1.0269,0.1458,-0.5488,-0.5375,-0.4954,0.7186,0,1,561.423
"199",0,1,25430,-0.4945,1.1563,-0.407,1,0,1,0,0,1,1,3.33333333333333,4.16666666666667,0.5,0.0039,-0.996,-0.1522,0.228,0.3708,-1.0351,0.4752,1,0,399.273
"201",0,1,36042,-0.356,1.1563,-0.0481,0,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,0.0039,0.4597,0.5094,-0.0908,-0.494,-0.8771,0.7186,0,1,512.778
"202",0,1,31999,-0.522,1.1563,-0.8082,0,0,1,1,1,0,1,3.33333333333333,4.16666666666667,0.5,0.0039,-0.5064,0.5094,0.1457,-0.2552,-0.7662,0.5209,1,0,591.777
"203",0,1,33323,-0.2107,-0.8323,-0.0983,0,1,1,1,1,1,1,3.33333333333333,3.33333333333333,0.35,-0.6745,-0.9011,-0.197,0.1883,0.9178,-1.3169,-0.0345,1,0,582.593
"204",0,1,33566,-0.2818,-0.7218,-1.0089,0,1,0,1,1,0,1,4.16666666666667,3.33333333333333,0.35,-0.4858,-0.4209,-0.8208,-0.2052,0.3708,-1.0676,0.3964,0,0,405.394
"205",0,1,40282,-0.5041,-0.1108,0.2194,0,0,0,1,1,1,1,3.33333333333333,4.16666666666667,0.35,-0.4858,-0.554,-1.0286,-0.5577,-0.7778,-0.5643,1.8135,1,0,519.281
"206",0,1,36662,-0.831,1.1563,-0.3062,1,1,0,1,1,0,1,3.33333333333333,3.33333333333333,0.35,0.2829,0.1434,-0.1945,-0.237,0.3708,1.3961,2.5493,1,0,563.051
"207",1,1,31803,-1.2278,1.1563,-0.8154,1,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,0.0039,0.4597,-2.1154,-0.4564,1.7359,-1.3169,0.3366,1,0,513.876
"208",1,1,32967,-0.831,1.1563,0.9961,1,1,0,1,1,0,1,3.33333333333333,4.16666666666667,0.5,0.0039,0.6642,-2.1154,-0.3744,-0.7778,-0.4849,-0.2702,0,1,476.097
"209",1,1,38146,-0.2107,1.1563,-1.3778,1,1,0,1,1,0,1,3.33333333333333,4.16666666666667,0.5,-0.2675,-0.8083,-0.1522,-0.2052,-0.7778,-1.3753,0.63,0,0,529.709
"210",1,1,31318,-1.2278,-1.0364,-1.5667,0,1,0,1,1,0,1,3.33333333333333,4.16666666666667,0.5,0.0039,-0.4045,-0.4071,0.0598,-0.2714,-2.0521,-0.0374,0,0,584.867
"211",1,1,33154,-0.356,-1.0364,0.2674,1,0,0,1,1,1,1,3.33333333333333,4.16666666666667,0.5,0.2829,-0.8686,-2.1154,-0.2669,-0.494,-0.8771,0.5209,1,0,523.25
"212",1,1,41169,-0.2818,-0.1108,1.1942,0,1,1,1,1,1,1,4.16666666666667,5,0.5,0.0039,1.0269,-0.3936,0.2592,-0.2392,-1.0676,-1.0078,0,1,479.406
"213",1,1,29086,-0.7039,1.1563,-0.874,1,0,0,1,1,0,0,3.33333333333333,4.16666666666667,0.5,1.0389,0.3171,0.5094,0.279,-0.5375,-0.7764,-0.8783,1,0,624.119
"214",1,1,30459,-1.6287,0.1927,-0.9062,1,1,0,1,1,1,1,3.33333333333333,3.33333333333333,0.35,-1.0005,0.3774,-0.7639,-1.0724,0.3708,-1.3909,0.2594,1,0,503.086
"215",1,1,33956,-0.1201,-0.1108,0.7018,0,1,0,1,1,1,1,3.33333333333333,3.33333333333333,0.35,-0.2683,1.0594,-0.7135,-0.7054,-0.0948,-0.7662,1.1199,0,1,526.651
"216",1,1,33287,-0.9969,-0.5343,-0.7402,0,0,0,1,1,0,0,3.33333333333333,2.5,0.35,-0.2683,-0.7708,-1.7159,-0.8161,-0.7778,0.7184,0.6758,1,0,516.793
"217",1,1,40227,1.0478,1.1563,0.9736,0,1,1,1,0,0,1,3.33333333333333,3.33333333333333,0.35,-0.1458,-0.6334,0.5094,0.228,0.3708,-0.1651,-0.0374,0,1,535.853
"218",1,1,38434,-0.2107,0.0321,0.2135,0,1,0,1,1,0,1,3.33333333333333,3.33333333333333,0.35,-0.5436,0.2947,0.8061,0.685,-0.5555,0.1246,0.6758,1,0,558.996
"219",1,0,48253,0.7777,1.1563,0.8347,0,1,0,1,1,0,0,3.33333333333333,3.33333333333333,0.35,-0.6873,-1.0894,-0.8208,0.2649,-0.3035,-0.8133,-1.005,0,1,602.056
"221",1,1,31002,-0.356,-0.1108,-0.7622,1,1,0,1,1,0,1,3.33333333333333,3.33333333333333,0.35,-0.0405,-0.2541,-0.588,1.2221,0.8545,-0.8771,-0.7209,1,0,551.402
"225",0,1,36374,0.6093,1.1563,-1.3396,1,1,1,1,1,1,1,4.58333333333333,27.5,0.383333333333333,1.8837,-3.1297,-1.3786,0.015,1.7359,0.9799,-0.8135,0,0,324.668
"228",1,0,39724,0.2834,-0.1108,0.4395,1,0,1,1,1,1,0,4.33333333333333,8.66666666666667,0.45,1.7968,-1.3724,0.152,-0.3744,-0.5555,1.8543,0.1311,0,1,321.462
"231",0,1,39337,2.1655,-0.1108,-0.5386,1,1,1,1,1,1,1,3.33333333333333,5,0.35,-2.3691,-0.9823,-2.1154,-2.4981,1.7359,0.705,2.5493,1,0,403.791
"232",0,1,45581,0.7777,1.1563,-0.5402,1,1,1,1,1,0,1,3.33333333333333,6.66666666666667,0.35,-1.9061,-0.3381,-2.1154,-2.4981,1.2817,0.515,-0.0374,1,0,659.594
"233",0,1,38920,0.3005,-0.1108,0.128,0,1,1,1,1,1,1,3,4,0.416666666666667,-0.93,0.2067,0.5094,-1.0845,1.7359,-0.3111,0.7993,1,0,388.059
"234",0,1,50578,2.1655,1.1563,-0.0424,0,0,0,1,1,0,0,3.66666666666667,7.33333333333333,0.383333333333333,-0.8008,-0.4725,-0.1522,1.234,-0.7778,-0.8133,0.5306,1,0,481.538
"236",1,1,40501,0.6093,1.1563,0.4485,1,1,1,1,1,1,1,4,5,0.416666666666667,0.0039,-0.3381,0.5094,0.8185,0.3708,-0.1651,0.5209,0,1,462.648
"238",1,1,25225,-0.9969,-0.1108,-0.9952,1,1,0,1,1,0,1,3.66666666666667,5.5,0.383333333333333,-0.8722,-0.604,-0.1522,1.4315,0.3708,-0.8771,0.5736,1,0,526.333
"239",1,1,29611,-0.4113,-0.6303,-0.4199,1,1,0,1,1,1,1,3.33333333333333,6.66666666666667,0.35,-0.4176,1.5043,-2.1154,0.7736,-0.2552,-0.4849,-0.1405,1,0,523.911
"240",1,1,33421,0.2162,-0.1108,0.2772,1,0,0,1,1,1,0,3.66666666666667,5.5,0.383333333333333,-0.7439,-0.1144,-1.0286,-0.1626,-0.0948,0.2296,0.803,1,0,448.799
"241",1,1,29937,-0.1523,-1.1119,-0.5947,0,1,1,1,1,1,1,3.66666666666667,7.33333333333333,0.383333333333333,-0.4234,-0.983,0.5094,0.5305,0.3708,0.1246,0.5209,1,0,440.377
"242",1,0,33675,-0.2031,1.1563,-0.7364,1,1,0,1,1,0,0,4,6,0.0166666666666667,-1.0005,1.0269,-0.3928,-0.1626,0.8155,-0.8771,0.206,1,0,448.169
"243",0,1,24460,-1.6287,-0.1108,-1.8188,1,0,0,1,1,0,0,3.33333333333333,5,0.35,0.0039,-0.0621,-2.1154,-0.3744,0.3708,1.8543,0.2594,0,0,439.363
"267",0,1,29865,0.2162,-1.4299,0.2002,0,1,1,1,1,1,0,0.666666666666667,1,0.0666666666666667,-0.6051,0.3791,2.1635,2.2358,-0.1652,-0.8102,-0.5914,0,1,406.218
"268",0,0,36776,-0.0071,-0.1108,-0.612,1,0,1,1,1,0,1,3.66666666666667,7.33333333333333,0.383333333333333,-1.189,-1.0276,-0.4856,-0.2273,0.8353,-0.4982,0.2463,1,0,424.824
"271",1,1,33521,0.1508,-0.7218,0.7272,1,1,1,1,1,0,0,3.33333333333333,3.33333333333333,0.35,-0.2683,-0.4348,-0.395,0.3411,-0.2714,-0.8671,-0.4305,0,1,518.466
"273",1,1,30860,-0.356,-0.1108,0.0942,1,1,0,1,1,0,1,3.33333333333333,3.33333333333333,0.35,-1.0005,0.3225,-2.1154,-0.7097,-1.9301,0.5387,-0.9377,0,1,361.303
"274",1,1,26043,-0.6174,0.1927,-0.8618,1,1,1,1,1,0,0,3.33333333333333,3.33333333333333,0.35,-0.8747,0.9357,-0.8208,-1.6194,-1.0096,-1.9164,-0.6871,1,0,423.427
"275",1,1,35727,-1.6287,0.1927,-0.0572,1,1,0,1,1,0,0,3.33333333333333,4.16666666666667,0.35,-1.3567,-1.0113,-2.1154,-2.4981,-1.9301,-0.9731,-0.0955,0,1,393.472
"276",0,1,29373,-0.7039,-0.6303,0.3474,0,0,0,1,1,0,1,3.33333333333333,5.83333333333333,0.35,0.0039,-0.0621,-1.7159,0.5164,-0.0086,-0.7408,0.2594,0,1,472.157
"277",0,1,31727,-0.4945,1.1563,-1.4484,0,0,0,1,1,1,1,3.33333333333333,3.33333333333333,0.633333333333333,0.0039,-0.6334,-0.1945,-0.0369,0.3708,-0.8771,0.5209,0,0,472.063
"278",1,1,32631,-1.6287,1.1563,-0.2684,1,1,0,1,1,1,1,4,4,0.416666666666667,-0.1458,0.045,-0.1379,0.1042,0.0125,-0.2671,-0.0345,1,0,386.077
"280",0,1,28041,-0.7039,1.1563,-0.871,0,0,0,1,1,1,1,3.33333333333333,3.33333333333333,0.35,-0.5436,-0.6334,-2.1154,-0.6053,-0.7778,-0.8771,1.3418,1,0,537.742
"281",0,1,41826,0.7777,-0.1108,1.0358,0,1,1,1,1,1,0,3.33333333333333,3.33333333333333,0.35,-0.0012,-0.3291,-0.8208,-0.3744,-0.7778,-0.8771,0.0752,0,1,461.556
"282",0,0,27558,-0.356,-1.0364,-1.0128,1,1,0,1,1,1,1,3.33333333333333,3.33333333333333,0.633333333333333,-2.4162,0.3881,0.1458,-0.1991,0.3708,0.2915,2.5493,1,0,363.559
"283",0,1,30476,-0.0835,1.1563,-1.4944,0,0,0,1,1,1,1,3.33333333333333,4.16666666666667,0.35,0.2829,-0.3381,-0.2546,0.228,-0.2874,-0.5643,0.7721,0,0,555.899
"284",0,1,38791,0.0768,-0.6303,-0.0627,1,1,1,1,1,1,0,3.33333333333333,3.33333333333333,0.633333333333333,-0.5831,0.4597,-2.1154,-0.2865,1.7359,-0.1651,-0.3539,1,0,572.055
"285",0,1,41737,0.0433,0.1927,0.3265,0,0,0,1,1,1,1,3.33333333333333,3.33333333333333,0.633333333333333,0.0039,-0.873,-0.576,0.1042,-0.4595,-1.1706,0.0752,0,1,454.582
"286",1,1,40842,1.0478,-0.1108,0.6656,1,1,0,1,1,1,1,4.16666666666667,5,0.633333333333333,0.0039,-0.4538,-0.8208,-0.4019,-0.2714,-0.544,-0.2702,0,1,610.672
"287",0,1,37613,0.0768,-0.1108,0.3424,0,0,0,1,1,0,1,3.33333333333333,3.33333333333333,0.5,-0.0405,0.1516,-0.6284,0.438,-0.2874,-0.5892,0.9242,0,1,372.566
"288",1,1,50710,2.4113,1.1466,0.8097,0,1,0,1,1,1,1,3.33333333333333,3.33333333333333,0.35,-0.3809,-0.3381,-0.4713,0.6833,1.356,-0.37,0.3997,1,0,484.202
"289",1,1,48047,0.7777,1.1563,0.5049,1,1,0,1,1,0,0,3.33333333333333,2.5,0.35,-2.4162,-1.2498,0.5094,1.6345,0.3708,1.0385,1.4394,1,0,447.023
"291",1,1,31889,-0.7039,1.1563,-0.6572,0,1,0,1,1,0,0,4.16666666666667,4.16666666666667,0.5,-1.7293,0.3171,0.5094,1.1029,0.7648,0.9799,0.7993,0,0,623.14
"292",1,1,35585,0.0768,-0.1108,-0.5111,1,1,1,1,1,0,1,4.16666666666667,5,0.5,0.5529,0.6642,0.6412,0.249,0.8155,0.4601,-0.0746,1,0,653.385
"293",1,1,39317,0.6062,-0.8323,0.8988,1,0,1,1,1,0,0,3.33333333333333,5.83333333333333,0.35,-0.0454,0.0825,0.0992,0.1442,1.7359,-1.24,0.9874,0,1,476.348
"294",1,0,27181,-1.2278,-0.6303,-1.0886,0,0,1,1,1,0,1,3.33333333333333,5.83333333333333,0.35,-1.0806,-1.3897,0.0992,-0.0529,0.3708,-0.7662,1.3453,1,0,529.864
"296",1,1,42066,0.7777,1.1563,0.5123,1,1,1,1,1,1,1,4.16666666666667,5.83333333333333,0.983333333333333,-0.8722,-0.0621,-0.4438,-0.2052,0.3708,-0.4849,0.5209,1,0,588.024
"297",1,1,37260,0.6093,-0.7218,-0.0219,0,0,1,1,1,1,1,3.33333333333333,3.33333333333333,0.35,-0.4234,0.0248,1.0914,1.0227,1.3336,0.5387,0.4517,0,1,451.569
"298",1,1,34678,-0.2598,-0.7218,-0.625,1,1,1,1,1,1,1,3.33333333333333,4.16666666666667,0.35,0.5529,-0.3381,0.5094,0.5305,0.3708,-0.4599,0.5209,1,0,523.213
"299",1,1,37674,0.5025,-0.1108,0.3302,0,1,0,1,1,1,1,3.33333333333333,4.16666666666667,0.35,0.3581,0.7279,0.5094,1.1646,1.7359,-1.5087,1.2918,1,0,481.693
"300",1,1,28743,-0.831,-1.1119,0.283,1,1,1,1,1,0,1,4.16666666666667,5.83333333333333,0.35,-2.4162,0.6642,0.5094,-1.0606,-0.7778,-0.4468,0.219,0,1,576.415
"302",1,1,33650,0.7777,-0.7026,-0.3115,1,0,0,1,1,0,1,4.16666666666667,5.83333333333333,0.5,-1.2142,-0.9389,0.8904,0.7546,-0.709,-0.9854,0.1806,1,0,610.312
"303",1,1,32680,-1.6287,1.1563,-0.5766,0,0,0,1,1,1,1,4.16666666666667,5.83333333333333,0.35,0.2884,-0.082,0.0992,0.7512,1.2817,-0.4363,2.5493,1,0,560.961
"304",1,1,41497,-0.356,1.1563,1.229,1,1,0,1,1,0,0,3.33333333333333,5,0.5,-0.7211,0.4906,0.8904,0.7389,1.356,-0.4954,0.7291,0,1,583.277
"307",1,0,41046,1.0478,1.1563,-0.3931,1,0,0,1,1,0,1,4.16666666666667,3.33333333333333,0.35,-1.0781,0.1643,1.6903,0.8609,1.7359,-0.5512,0.0752,1,0,523.332
"309",1,1,48808,2.1655,1.1563,0.1402,1,1,1,1,1,1,1,4.16666666666667,3.33333333333333,0.35,-0.8529,0.5423,0.5094,0.438,0.8155,-0.4849,1.0016,1,0,549.25
"310",1,0,38349,-0.2818,1.1563,0.4913,1,1,0,1,1,0,0,4.16666666666667,3.33333333333333,0.35,-2.4162,0.7934,0.5094,-0.065,-0.494,0.7921,-1.6189,0,1,547.856
"311",1,1,36307,0.6093,1.1563,-0.0177,1,0,0,1,1,1,1,3.75,3,1.16666666666667,0.0039,0.6642,1.1249,0.2009,0.3708,-0.4954,0.3233,0,1,653.874
"312",1,1,38320,0.0768,-0.7218,0.0377,1,0,1,1,0,1,1,4.16666666666667,5,0.35,-0.6847,0.6642,-0.2546,0.7736,0.0125,-0.1651,0.5209,0,1,477.214
